Product URL,Product Name,Product Price,Rating,Number of Reviews,Description,ASIN,Product Description,Manufacturer
https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1692632523&sprefix=ba%252Caps%252C283&sr=8-179,N/A,₹929,3.8,885,N/A,N/A,N/A,N/A
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RM2XCrRBA_IsQygZ8OdHsh4AAAGKGMKhbQMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICDYUhT-/https://www.amazon.in/dp/B09QL66G55/?_encoding=UTF8&pd_rd_i=B09QL66G55&ref_=sbv_search_btf&pd_rd_w=uXH7Z&content-id=amzn1.sym.69a9d8c7-1563-43e8-bc18-abd50d05a73a%3Aamzn1.sym.69a9d8c7-1563-43e8-bc18-abd50d05a73a&pf_rd_p=69a9d8c7-1563-43e8-bc18-abd50d05a73a&pf_rd_r=D52S7DXNMZNXPK10MVC1&pd_rd_wg=bD4nO&pd_rd_r=bac2e7cc-8d77-4278-a71d-8c169af8ebb4&pd_rd_plhdr=t,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/Kuber-Industries-Toiletry-Compartment-KUBMART11928/dp/B08Q91ZY29/ref=sr_1_180?crid=2M096C61O4MLT&keywords=bags&qid=1692632523&sprefix=ba%252Caps%252C283&sr=8-180,N/A,₹198,4.0,498,N/A,N/A,N/A,N/A
https://www.amazon.in/Gear-DOUBLE-DECKER-Resistant-Backpack/dp/B0BTJ3WTMV/ref=sr_1_181?crid=2M096C61O4MLT&keywords=bags&qid=1692632523&sprefix=ba%252Caps%252C283&sr=8-181,N/A,"₹1,399",4.0,30,N/A,N/A,N/A,N/A
https://www.amazon.in/F-Gear-Talent-Laptop-Backpack-Grey/dp/B078KS2FX1/ref=sr_1_182?crid=2M096C61O4MLT&keywords=bags&qid=1692632523&sprefix=ba%252Caps%252C283&sr=8-182,N/A,"₹1,329",4.4,"1,153",N/A,N/A,N/A,N/A
https://www.amazon.in/Harissons-Office-Laptop-Backpacks-Women/dp/B09D3YYYNG/ref=sr_1_183?crid=2M096C61O4MLT&keywords=bags&qid=1692632523&sprefix=ba%252Caps%252C283&sr=8-183,N/A,"₹1,504",4.1,273,N/A,N/A,N/A,N/A
https://www.amazon.in/HYDER-Gamepad-Waterproof-Backpack-Everyday/dp/B0BR3KK8TR/ref=sr_1_184?crid=2M096C61O4MLT&keywords=bags&qid=1692632523&sprefix=ba%252Caps%252C283&sr=8-184,N/A,₹729,4.2,162,N/A,N/A,N/A,N/A
https://www.amazon.in/Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_185?crid=2M096C61O4MLT&keywords=bags&qid=1692632523&sprefix=ba%252Caps%252C283&sr=8-185,N/A,"₹1,337",4.2,991,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/Frantic-Velvet-School-Nursery-Travelling/dp/B09176PYDR/ref=sr_1_186?crid=2M096C61O4MLT&keywords=bags&qid=1692632523&sprefix=ba%252Caps%252C283&sr=8-186,N/A,₹299,3.8,"2,124",N/A,N/A,N/A,N/A
https://www.amazon.in/Shoulder-Lightweight-Duffle-Weekend-Blue-Orange/dp/B09139DYF1/ref=sr_1_187?crid=2M096C61O4MLT&keywords=bags&qid=1692632523&sprefix=ba%252Caps%252C283&sr=8-187,N/A,₹349,4.0,"1,098",N/A,N/A,N/A,N/A
https://www.amazon.in/Trunkit-Waterproof-Travelling-Trekking-Backpack/dp/B08GZB73RZ/ref=sr_1_188?crid=2M096C61O4MLT&keywords=bags&qid=1692632523&sprefix=ba%252Caps%252C283&sr=8-188,N/A,₹559,4.0,"1,035",N/A,N/A,N/A,N/A
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_189?crid=2M096C61O4MLT&keywords=bags&qid=1692632523&sprefix=ba%252Caps%252C283&sr=8-189,N/A,₹649,3.8,"1,908",N/A,N/A,N/A,N/A
https://www.amazon.in/Crossbody-Adjustable-Durable-Water-Resistant-Travel-Friendly/dp/B0C3RFCH37/ref=sr_1_190?crid=2M096C61O4MLT&keywords=bags&qid=1692632523&sprefix=ba%252Caps%252C283&sr=8-190,N/A,₹349,4.5,"1,012",N/A,N/A,N/A,N/A
https://www.amazon.in/WildHorn-Leather-39-37-Messenger-WHBB101/dp/B01H8U62VU/ref=sr_1_191?crid=2M096C61O4MLT&keywords=bags&qid=1692632523&sprefix=ba%252Caps%252C283&sr=8-191,N/A,"₹2,389",3.9,278,N/A,N/A,N/A,N/A
https://www.amazon.in/House-Quirk-Flamingo-Portable-Different/dp/B09WJ1N2F2/ref=sr_1_192?crid=2M096C61O4MLT&keywords=bags&qid=1692632523&sprefix=ba%252Caps%252C283&sr=8-192,N/A,₹389,4.1,84,N/A,N/A,N/A,N/A
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RMnwvB66eMpljHGUX3FyfYoAAAGKGMKhcQMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICCyRdoR/https://www.amazon.in/dp/B09QL66G55?pd_rd_i=B09QL66G55&pf_rd_p=880c6186-3832-495e-9caa-7ecfb2f5e88c&pf_rd_r=D52S7DXNMZNXPK10MVC1&pd_rd_wg=RGNmD&pd_rd_w=uBLvN&pd_rd_r=db8492b5-5350-4601-96e4-37242d6ecc49,N/A,₹599,4.0,"1,609"
https://www.amazon.in/s/?k=bags+for+girls&ref=sugsr_0&pd_rd_w=V8oih&content-id=amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403:amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_p=f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_r=D52S7DXNMZNXPK10MVC1&pd_rd_wg=RGNmD&pd_rd_r=db8492b5-5350-4601-96e4-37242d6ecc49&qid=1692632523,N/A,N/A,N/A,"
                                                    bags for girls
                                                ",N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RLnVmjE-sjXy6ST6mOb-JC0AAAGKGMKiVQMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICBJzUvq/https://www.amazon.in/stores/page/423336D6-E5A2-4A82-94A4-1BFE27DB8491/?_encoding=UTF8&store_ref=SB_A09138173D9TZ2WIMTWBE&pd_rd_plhdr=t&aaxitk=a16b04afae11576bf3b61a16b31e4e4f&hsa_cr_id=0&lp_asins=B07QHLBBPM&lp_query=bags&lp_slot=desktop-hsa-3psl&ref_=sbx_be_s_3psl_mbd_mb0_bkgd&pd_rd_w=xnTf6&content-id=amzn1.sym.f1a4d09d-a292-48da-a86f-03294c9a41ef%3Aamzn1.sym.f1a4d09d-a292-48da-a86f-03294c9a41ef&pf_rd_p=f1a4d09d-a292-48da-a86f-03294c9a41ef&pf_rd_r=D52S7DXNMZNXPK10MVC1&pd_rd_wg=RYxCl&pd_rd_r=6041cd89-3f11-4064-8498-a5bc66f206ae,N/A,N/A,N/A,Wide Range Of Backpacks For Women And Girls
https://www.amazon.in/gp/help/customer/display.html?nodeId=201889520,N/A,N/A,N/A, or ,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RKJDI2DB_4_k4c1y-d5NF4wAAAGKGNDl8gMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICCKlL_R/https://www.amazon.in/stores/page/BCF7AA48-B792-49F6-898D-ADEB25ED5FB6/?_encoding=UTF8&store_ref=SB_A02461542TLCACOY1JF7G&pd_rd_plhdr=t&aaxitk=532b18fd49c2772424529cf6898e459d&hsa_cr_id=6408141620802&lp_asins=B097L4GWB3%2CB07FZN5K3N&lp_query=bags&lp_slot=auto-sparkle-hsa-tetris&ref_=sbx_be_s_sparkle_lsi4d_bkgd&pd_rd_w=RFTRa&content-id=amzn1.sym.bc0e77cc-908d-4121-87d3-b355b997dda7%3Aamzn1.sym.bc0e77cc-908d-4121-87d3-b355b997dda7&pf_rd_p=bc0e77cc-908d-4121-87d3-b355b997dda7&pf_rd_r=G8PBT2MMHHWSFD9G1ZZ8&pd_rd_wg=5p0on&pd_rd_r=3ae44487-62c9-4334-9b0b-5bf6cdd74164,N/A,"₹2,009.00",N/A,N/A
N/A,N/A,N/A,N/A,Price and other details may vary based on product size and colour.
https://www.amazon.in/ASUS-Backpack-Cross-Dyed-Material-Suitable/dp/B09Q68446F/ref=sr_1_145?crid=2M096C61O4MLT&keywords=bags&qid=1692633458&sprefix=ba%252Caps%252C283&sr=8-145,N/A,"₹1,237",4.4,60,"Amazon.in: Buy ASUS BP4600 Laptop Backpack (Grey), with Cross-dyed Woven Fabric Material, Suitable for up to 40.64 cm (16-inch) Laptop online at low price in India on Amazon.in. Check out ASUS BP4600 Laptop Backpack (Grey), with Cross-dyed Woven Fabric Material, Suitable for up to 40.64 cm (16-inch) Laptop reviews, ratings, features, specifications and more at Amazon.in",N/A,N/A,N/A
https://www.amazon.in/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_146?crid=2M096C61O4MLT&keywords=bags&qid=1692633458&sprefix=ba%252Caps%252C283&sr=8-146,N/A,₹327,4.2,"1,266",N/A,N/A,N/A,N/A
https://www.amazon.in/Tabelito-NEO-Backpack-Business-Compartment/dp/B0C2D24G29/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1692633458&sprefix=ba%252Caps%252C283&sr=8-147,N/A,₹399,4.0,190,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3S5NC1/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1692633458&sprefix=ba%252Caps%252C283&sr=8-148,N/A,₹630,4.0,929,N/A,N/A,N/A,N/A
https://www.amazon.in/BEAUTY-GIRLS-HOTSHOT-School-1565/dp/B0BFXCHQZ5/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1692633458&sprefix=ba%252Caps%252C283&sr=8-149,N/A,₹549,3.7,298,N/A,N/A,N/A,N/A
https://www.amazon.in/HAMMONDS-FLYCATCHER-Laptop-Bag-Men/dp/B083M1QK32/ref=sr_1_150?crid=2M096C61O4MLT&keywords=bags&qid=1692633458&sprefix=ba%252Caps%252C283&sr=8-150,N/A,"₹5,255",4.4,578,N/A,N/A,N/A,N/A
https://www.amazon.in/Lino-Perros-Womens-Floral-Peach/dp/B0B57B7KV7/ref=sr_1_151?crid=2M096C61O4MLT&keywords=bags&qid=1692633458&sprefix=ba%252Caps%252C283&sr=8-151,N/A,"₹1,168",4.1,"3,496",N/A,N/A,N/A,N/A
https://www.amazon.in/ZOUK-Handmade-Leather-Womens-handles/dp/B09QRBF32J/ref=sr_1_152?crid=2M096C61O4MLT&keywords=bags&qid=1692633458&sprefix=ba%252Caps%252C283&sr=8-152,N/A,"₹1,699",4.0,76,N/A,N/A,N/A,N/A
https://www.amazon.in/Half-Moon-Trekking-Bags-Compartment/dp/B08PSX1LN9/ref=sr_1_153?crid=2M096C61O4MLT&keywords=bags&qid=1692633458&sprefix=ba%252Caps%252C283&sr=8-153,N/A,"₹1,349",4.1,"1,426",N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/Dyazo-Backpack-Business-Notebook-computer/dp/B0C7HC675G/ref=sr_1_154?crid=2M096C61O4MLT&keywords=bags&qid=1692633458&sprefix=ba%252Caps%252C283&sr=8-154,N/A,₹599,4.5,8,N/A,N/A,N/A,N/A
https://www.amazon.in/AirCase-C30-Messenger-Compartments-Multi-Pockets/dp/B07V47HHRG/ref=sr_1_155?crid=2M096C61O4MLT&keywords=bags&qid=1692633458&sprefix=ba%252Caps%252C283&sr=8-155,N/A,"₹1,499",3.5,750,N/A,N/A,N/A,N/A
https://www.amazon.in/Aristocrat-Plastic-Rotation-Luggage-Suitcase/dp/B0BRN2Z9CG/ref=sr_1_156?crid=2M096C61O4MLT&keywords=bags&qid=1692633458&sprefix=ba%252Caps%252C283&sr=8-156,N/A,"₹3,119",3.8,20,N/A,N/A,N/A,N/A
https://www.amazon.in/STRAUSS-Jute-Yoga-Shoulder-Strap/dp/B0BBWM221J/ref=sr_1_157?crid=2M096C61O4MLT&keywords=bags&qid=1692633458&sprefix=ba%252Caps%252C283&sr=8-157,N/A,₹219,3.6,760,N/A,N/A,N/A,N/A
https://www.amazon.in/American-Tourister-40X-01-009/dp/B00FRCNSZ0/ref=sr_1_158?crid=2M096C61O4MLT&keywords=bags&qid=1692633458&sprefix=ba%252Caps%252C283&sr=8-158,N/A,"₹2,099",4.3,"2,738",N/A,N/A,N/A,N/A
https://www.amazon.in/Arctic-Fox-Backpack-Charging-Laptop/dp/B089QC43BB/ref=sr_1_159?crid=2M096C61O4MLT&keywords=bags&qid=1692633458&sprefix=ba%252Caps%252C283&sr=8-159,N/A,"₹1,439",4.5,"4,221",N/A,N/A,N/A,N/A
https://www.amazon.in/gp/bestsellers/baby/1953357031/ref=sr_bs_15_1953357031_1,N/A,₹309,4.4,399,Amazon.in Bestsellers: The most popular items in Diaper Pail & Refill Bags,N/A,N/A,N/A
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RKUjmU6Lvr1r5k7QnAh81uMAAAGKGNDl7gMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICAHQ_AO/https://www.amazon.in/dp/B09QL66G55?pd_rd_i=B09QL66G55&pf_rd_p=880c6186-3832-495e-9caa-7ecfb2f5e88c&pf_rd_r=G8PBT2MMHHWSFD9G1ZZ8&pd_rd_wg=QHdty&pd_rd_w=HGbzW&pd_rd_r=317d9c1f-fb61-46c7-9f69-6795712762e6,N/A,₹599,4.0,"1,609"
https://www.amazon.in/s/?k=bags+for+girls&ref=sugsr_0&pd_rd_w=VuFzq&content-id=amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403:amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_p=f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_r=G8PBT2MMHHWSFD9G1ZZ8&pd_rd_wg=QHdty&pd_rd_r=317d9c1f-fb61-46c7-9f69-6795712762e6&qid=1692633458,N/A,N/A,N/A,"
                                                    bags for girls
                                                ",N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/REZdCS0uLSxdEG0hMm8xGGwAAAGKGNDmvQMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICAz8nkL/https://www.amazon.in/stores/page/423336D6-E5A2-4A82-94A4-1BFE27DB8491/?_encoding=UTF8&store_ref=SB_A09138173D9TZ2WIMTWBE&pd_rd_plhdr=t&aaxitk=a16b04afae11576bf3b61a16b31e4e4f&hsa_cr_id=0&lp_asins=B07QHLBBPM&lp_query=bags&lp_slot=desktop-hsa-3psl&ref_=sbx_be_s_3psl_mbd_mb0_bkgd&pd_rd_w=0LPjM&content-id=amzn1.sym.f1a4d09d-a292-48da-a86f-03294c9a41ef%3Aamzn1.sym.f1a4d09d-a292-48da-a86f-03294c9a41ef&pf_rd_p=f1a4d09d-a292-48da-a86f-03294c9a41ef&pf_rd_r=G8PBT2MMHHWSFD9G1ZZ8&pd_rd_wg=IFZJ6&pd_rd_r=5b83c7e3-55d9-4ae3-a007-eb39d74d939d,N/A,N/A,N/A,Wide Range Of Backpacks For Women And Girls
https://www.amazon.in/gp/help/customer/display.html?nodeId=201889520,N/A,N/A,N/A, or ,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
